date,country,revenue
2018-05-03,viet_nam,139.45
2018-05-04,france,138.4
2018-05-04,germany,174.15
2018-05-04,united_kingdom,228.86
2018-05-04,viet_nam,134.09
2018-05-05,france,128.63
2018-05-05,germany,165.88
2018-05-05,united_kingdom,215.37
2018-05-05,viet_nam,114.46
2018-05-06,france,141.64
2018-05-06,germany,174.25
2018-05-06,united_kingdom,225.2
2018-05-06,viet_nam,117.91
2018-05-07,france,138.83
2018-05-07,germany,178.7
2018-05-07,united_kingdom,251.13
2018-05-07,viet_nam,139.79
2018-05-08,france,155.9
2018-05-08,germany,192.61
2018-05-08,united_kingdom,241.12
2018-05-08,viet_nam,145.32
2018-05-09,france,160.31
2018-05-09,germany,192.87
2018-05-09,united_kingdom,255.37
2018-05-09,viet_nam,151.68
2018-05-10,france,155.3
2018-05-10,germany,183.77
2018-05-10,united_kingdom,249.23
2018-05-10,viet_nam,152.74
2018-05-11,france,139.41
2018-05-11,germany,172.02
2018-05-11,united_kingdom,240.5
2018-05-11,viet_nam,130.92
2018-05-12,france,139.18
2018-05-12,germany,166.47
2018-05-12,united_kingdom,233.79
2018-05-12,viet_nam,125.58
2018-05-13,france,136.93
2018-05-13,germany,175.72
2018-05-13,united_kingdom,225.95
2018-05-13,viet_nam,120.41
2018-05-14,france,142.87
2018-05-14,germany,179.35
2018-05-14,united_kingdom,228.04
2018-05-14,viet_nam,138.01
2018-05-15,france,150.51
2018-05-15,germany,190.07
2018-05-15,united_kingdom,231.85
2018-05-15,viet_nam,137.46
2018-05-16,france,147.84
2018-05-16,germany,182.97
2018-05-16,united_kingdom,245.89
2018-05-16,viet_nam,141.95
2018-05-17,france,144.1
2018-05-17,germany,177.63
2018-05-17,united_kingdom,237.68
2018-05-17,viet_nam,129.01
2018-05-18,france,135.1
2018-05-18,germany,169.06
2018-05-18,united_kingdom,226.75
2018-05-18,viet_nam,126.59
2018-05-19,france,126.05
2018-05-19,germany,166.75
2018-05-19,united_kingdom,216.62
2018-05-19,viet_nam,113.67
2018-05-20,france,124.09
2018-05-20,germany,155.7
2018-05-20,united_kingdom,212.08
2018-05-20,viet_nam,111.45
2018-05-21,france,134.66
2018-05-21,germany,169.71
2018-05-21,united_kingdom,227.13
2018-05-21,viet_nam,120.78
2018-05-22,france,146.39
2018-05-22,germany,180.18
2018-05-22,united_kingdom,234.95
2018-05-22,viet_nam,130.35
2018-05-23,france,147.43
2018-05-23,germany,180.08
2018-05-23,united_kingdom,230.64
2018-05-23,viet_nam,136.03
2018-05-24,france,140.2
2018-05-24,germany,169.39
2018-05-24,united_kingdom,232.51
2018-05-24,viet_nam,121.41
2018-05-25,france,133.47
2018-05-25,germany,168.06
2018-05-25,united_kingdom,220.4
2018-05-25,viet_nam,122.45
2018-05-26,france,116.54
2018-05-26,germany,152.77
2018-05-26,united_kingdom,214.55
2018-05-26,viet_nam,108.21
2018-05-27,france,129.34
2018-05-27,germany,168.83
2018-05-27,united_kingdom,213.61
2018-05-27,viet_nam,113.12
2018-05-28,france,138.64
2018-05-28,germany,178.06
2018-05-28,united_kingdom,224.18
2018-05-28,viet_nam,130.46
2018-05-29,france,154.35
2018-05-29,germany,175.98
2018-05-29,united_kingdom,234.88
2018-05-29,viet_nam,137.45
2018-05-30,france,151.35
2018-05-30,germany,189.89
2018-05-30,united_kingdom,246.57
2018-05-30,viet_nam,133.44
2018-05-31,france,149.75
2018-05-31,germany,179.65
2018-05-31,united_kingdom,247.08
2018-05-31,viet_nam,135.69
2018-06-01,france,137.67
2018-06-01,germany,175.52
2018-06-01,united_kingdom,235.94
2018-06-01,viet_nam,133.59
2018-06-02,france,129.74
2018-06-02,germany,170.75
2018-06-02,united_kingdom,222.22
2018-06-02,viet_nam,127.61
2018-06-03,france,134.41
2018-06-03,germany,174.29
2018-06-03,united_kingdom,227.3
2018-06-03,viet_nam,122.46
2018-06-04,france,151.57
2018-06-04,germany,184.24
2018-06-04,united_kingdom,239.06
2018-06-04,viet_nam,149.68
2018-06-05,france,158.59
2018-06-05,germany,193.91
2018-06-05,united_kingdom,254.0
2018-06-05,viet_nam,147.82
2018-06-06,france,164.44
2018-06-06,germany,194.79
2018-06-06,united_kingdom,253.77
2018-06-06,viet_nam,162.9
2018-06-07,france,153.88
2018-06-07,germany,181.28
2018-06-07,united_kingdom,257.91
2018-06-07,viet_nam,164.07
2018-06-08,france,145.49
2018-06-08,germany,172.91
2018-06-08,united_kingdom,238.06
2018-06-08,viet_nam,136.84
2018-06-09,france,139.42
2018-06-09,germany,169.51
2018-06-09,united_kingdom,235.84
2018-06-09,viet_nam,135.06
2018-06-10,france,137.26
2018-06-10,germany,178.54
2018-06-10,united_kingdom,245.01
2018-06-10,viet_nam,134.78
2018-06-11,france,149.25
2018-06-11,germany,183.72
2018-06-11,united_kingdom,246.39
2018-06-11,viet_nam,131.96
2018-06-12,france,159.02
2018-06-12,germany,191.01
2018-06-12,united_kingdom,260.86
2018-06-12,viet_nam,149.63
2018-06-13,france,164.52
2018-06-13,germany,189.17
2018-06-13,united_kingdom,255.6
2018-06-13,viet_nam,153.65
2018-06-14,france,148.94
2018-06-14,germany,186.36
2018-06-14,united_kingdom,250.81
2018-06-14,viet_nam,141.91
2018-06-15,france,134.52
2018-06-15,germany,173.65
2018-06-15,united_kingdom,228.33
2018-06-15,viet_nam,129.91
2018-06-16,france,131.31
2018-06-16,germany,158.88
2018-06-16,united_kingdom,216.78
2018-06-16,viet_nam,126.9
2018-06-17,france,130.84
2018-06-17,germany,156.32
2018-06-17,united_kingdom,229.68
2018-06-17,viet_nam,126.56
2018-06-18,france,138.32
2018-06-18,germany,169.39
2018-06-18,united_kingdom,238.04
2018-06-18,viet_nam,135.15
2018-06-19,france,155.86
2018-06-19,germany,184.62
2018-06-19,united_kingdom,244.11
2018-06-19,viet_nam,140.39
2018-06-20,france,152.62
2018-06-20,germany,186.92
2018-06-20,united_kingdom,249.93
2018-06-20,viet_nam,139.79
2018-06-21,france,141.81
2018-06-21,germany,175.48
2018-06-21,united_kingdom,240.62
2018-06-21,viet_nam,144.93
2018-06-22,france,131.1
2018-06-22,germany,165.08
2018-06-22,united_kingdom,227.65
2018-06-22,viet_nam,123.9
2018-06-23,france,128.96
2018-06-23,germany,151.42
2018-06-23,united_kingdom,215.62
2018-06-23,viet_nam,114.39
2018-06-24,france,121.93
2018-06-24,germany,159.39
2018-06-24,united_kingdom,218.01
2018-06-24,viet_nam,120.73
2018-06-25,france,142.41
2018-06-25,germany,172.47
2018-06-25,united_kingdom,227.67
2018-06-25,viet_nam,131.86
2018-06-26,france,152.7
2018-06-26,germany,180.05
2018-06-26,united_kingdom,238.8
2018-06-26,viet_nam,146.11
2018-06-27,france,152.57
2018-06-27,germany,190.25
2018-06-27,united_kingdom,247.02
2018-06-27,viet_nam,150.72
2018-06-28,france,145.21
2018-06-28,germany,182.71
2018-06-28,united_kingdom,241.16
2018-06-28,viet_nam,134.37
2018-06-29,france,134.92
2018-06-29,germany,176.83
2018-06-29,united_kingdom,231.81
2018-06-29,viet_nam,126.9
2018-06-30,france,134.61
2018-06-30,germany,173.91
2018-06-30,united_kingdom,217.5
2018-06-30,viet_nam,119.42
2018-07-01,france,136.23
2018-07-01,germany,179.37
2018-07-01,united_kingdom,234.46
2018-07-01,viet_nam,137.18
2018-07-02,france,146.67
2018-07-02,germany,180.17
2018-07-02,united_kingdom,246.43
2018-07-02,viet_nam,144.09
2018-07-03,france,162.69
2018-07-03,germany,194.87
2018-07-03,united_kingdom,256.58
2018-07-03,viet_nam,155.72
2018-07-04,france,167.06
2018-07-04,germany,202.55
2018-07-04,united_kingdom,250.82
2018-07-04,viet_nam,145.04
2018-07-05,france,162.34
2018-07-05,germany,198.71
2018-07-05,united_kingdom,248.48
2018-07-05,viet_nam,142.05
2018-07-06,france,150.02
2018-07-06,germany,188.1
2018-07-06,united_kingdom,253.01
2018-07-06,viet_nam,146.77
2018-07-07,france,142.58
2018-07-07,germany,174.8
2018-07-07,united_kingdom,238.1
2018-07-07,viet_nam,135.93
2018-07-08,france,143.09
2018-07-08,germany,189.03
2018-07-08,united_kingdom,249.46
2018-07-08,viet_nam,147.05
2018-07-09,france,152.53
2018-07-09,germany,193.43
2018-07-09,united_kingdom,252.94
2018-07-09,viet_nam,152.12
2018-07-10,france,167.86
2018-07-10,germany,201.4
2018-07-10,united_kingdom,262.31
2018-07-10,viet_nam,162.18
2018-07-11,france,166.59
2018-07-11,germany,193.2
2018-07-11,united_kingdom,260.53
2018-07-11,viet_nam,156.55
2018-07-12,france,154.11
2018-07-12,germany,199.48
2018-07-12,united_kingdom,261.19
2018-07-12,viet_nam,160.5
2018-07-13,france,146.97
2018-07-13,germany,186.43
2018-07-13,united_kingdom,240.92
2018-07-13,viet_nam,141.9
2018-07-14,france,134.96
2018-07-14,germany,174.68
2018-07-14,united_kingdom,233.25
2018-07-14,viet_nam,124.98
2018-07-15,france,138.86
2018-07-15,germany,173.57
2018-07-15,united_kingdom,242.76
2018-07-15,viet_nam,139.01
2018-07-16,france,146.89
2018-07-16,germany,182.75
2018-07-16,united_kingdom,241.88
2018-07-16,viet_nam,140.34
2018-07-17,france,151.52
2018-07-17,germany,189.09
2018-07-17,united_kingdom,245.89
2018-07-17,viet_nam,142.04
2018-07-18,france,157.29
2018-07-18,germany,192.27
2018-07-18,united_kingdom,241.72
2018-07-18,viet_nam,149.87
2018-07-19,france,151.13
2018-07-19,germany,187.35
2018-07-19,united_kingdom,248.22
2018-07-19,viet_nam,143.3
2018-07-20,france,134.33
2018-07-20,germany,167.53
2018-07-20,united_kingdom,233.59
2018-07-20,viet_nam,134.14
2018-07-21,france,133.67
2018-07-21,germany,169.24
2018-07-21,united_kingdom,224.2
2018-07-21,viet_nam,117.42
2018-07-22,france,130.94
2018-07-22,germany,167.82
2018-07-22,united_kingdom,225.99
2018-07-22,viet_nam,123.58
2018-07-23,france,142.16
2018-07-23,germany,174.46
2018-07-23,united_kingdom,233.41
2018-07-23,viet_nam,138.5
2018-07-24,france,150.05
2018-07-24,germany,187.33
2018-07-24,united_kingdom,247.82
2018-07-24,viet_nam,139.72
2018-07-25,france,152.93
2018-07-25,germany,195.25
2018-07-25,united_kingdom,243.81
2018-07-25,viet_nam,137.05
2018-07-26,france,143.4
2018-07-26,germany,184.25
2018-07-26,united_kingdom,244.44
2018-07-26,viet_nam,143.73
2018-07-27,france,143.57
2018-07-27,germany,164.41
2018-07-27,united_kingdom,237.26
2018-07-27,viet_nam,144.82
2018-07-28,france,131.62
2018-07-28,germany,168.69
2018-07-28,united_kingdom,226.64
2018-07-28,viet_nam,125.24
2018-07-29,france,138.06
2018-07-29,germany,179.97
2018-07-29,united_kingdom,243.67
2018-07-29,viet_nam,132.69
2018-07-30,france,155.92
2018-07-30,germany,185.59
2018-07-30,united_kingdom,254.47
2018-07-30,viet_nam,145.39
2018-07-31,france,161.76
2018-07-31,germany,198.1
2018-07-31,united_kingdom,272.81
2018-07-31,viet_nam,162.3
2018-08-01,france,163.27
2018-08-01,germany,204.57
2018-08-01,united_kingdom,259.18
2018-08-01,viet_nam,158.35
2018-08-02,france,163.19
2018-08-02,germany,195.92
2018-08-02,united_kingdom,257.51
2018-08-02,viet_nam,156.53
2018-08-03,france,152.43
2018-08-03,germany,188.47
2018-08-03,united_kingdom,237.43
2018-08-03,viet_nam,151.47
2018-08-04,france,143.08
2018-08-04,germany,175.63
2018-08-04,united_kingdom,241.49
2018-08-04,viet_nam,142.66
2018-08-05,france,147.07
2018-08-05,germany,187.87
2018-08-05,united_kingdom,238.24
2018-08-05,viet_nam,142.9
2018-08-06,france,157.24
2018-08-06,germany,194.23
2018-08-06,united_kingdom,256.24
2018-08-06,viet_nam,149.22
2018-08-07,france,170.67
2018-08-07,germany,204.2
2018-08-07,united_kingdom,254.94
2018-08-07,viet_nam,153.1
2018-08-08,france,170.55
2018-08-08,germany,205.18
2018-08-08,united_kingdom,266.02
2018-08-08,viet_nam,166.84
2018-08-09,france,164.21
2018-08-09,germany,202.83
2018-08-09,united_kingdom,253.98
2018-08-09,viet_nam,153.0
2018-08-10,france,148.98
2018-08-10,germany,188.94
2018-08-10,united_kingdom,254.53
2018-08-10,viet_nam,146.25
2018-08-11,france,137.14
2018-08-11,germany,173.38
2018-08-11,united_kingdom,236.58
2018-08-11,viet_nam,137.95
2018-08-12,france,144.41
2018-08-12,germany,181.36
2018-08-12,united_kingdom,240.22
2018-08-12,viet_nam,148.65
2018-08-13,france,151.52
2018-08-13,germany,185.69
2018-08-13,united_kingdom,252.14
2018-08-13,viet_nam,141.13
2018-08-14,france,162.55
2018-08-14,germany,197.42
